DATA INCENDI,CODI COMARCA,COMARCA,CODI MUNICIPI,TERMEMUNIC,HAARBRADES,HANOARBRAD,HANOFOREST,HAFORESTAL,LOCALITZACIO,LATITUD,LONGITUD
11/01/2011,8,Baix Camp,431299,Riudoms,0.0,0.2,0.0,0.2,"Riudoms, Baix Camp, Catalunya",41.1390915,1.0519702
13/01/2011,37,Terra Alta,430483,Corbera d'Ebre,0.2,0.0,0.0,0.2,"Corbera d'Ebre, Terra Alta, Catalunya",41.0775819,0.476165
14/01/2011,2,Alt Empordà,170545,Colera,0.01,0.0,0.0,0.01,"Colera, Alt Empordà, Catalunya",42.4036867,3.1489254
16/01/2011,6,Anoia,81022,Igualada,0.0,0.02,0.0,0.02,"Igualada, Anoia, Catalunya",41.5790182,1.617346
16/01/2011,22,Montsià,430629,Freginals,0.0,0.0,0.0,0.0,"Freginals, Montsià, Catalunya",40.6715945,0.5187536
16/01/2011,19,Garrotxa,171498,Riudaura,0.0,0.43,0.0,0.43,"Riudaura, Garrotxa, Catalunya",42.1887348,2.4093804
16/01/2011,24,Osona,82802,Tavertet,0.0,0.02,0.0,0.02,"Tavertet, Osona, Catalunya",41.995547,2.4182542
18/01/2011,9,Baix Ebre,431554,Tortosa,0.0,0.0,0.0,0.0,"Tortosa, Baix Ebre, Catalunya",40.8110158,0.5209333
18/01/2011,2,Alt Empordà,170622,"Escala, l'",0.0,0.8,0.0,0.8,"Escala, l', Alt Empordà, Catalunya",42.1219358,3.1364235
20/01/2011,4,Alt Urgell,251850,Ribera d'Urgellet,0.0,0.9,0.0,0.9,"Ribera d'Urgellet, Alt Urgell, Catalunya",42.2861046,1.4187688
21/01/2011,40,Vallès Occidental,82055,Sant Cugat del Vallès,0.0,0.01,0.0,0.01,"Sant Cugat del Vallès, Vallès Occidental, Catalunya",41.4728432,2.0817809
22/01/2011,12,Baix Penedès,430901,"Montmell, el",1.18,0.0,0.0,1.18,"Montmell, el, Baix Penedès, Catalunya",41.3357772,1.4667169
22/01/2011,8,Baix Camp,430115,Almoster,0.0,3.08,0.0,3.08,"Almoster, Baix Camp, Catalunya",41.1960574,1.1096277
22/01/2011,2,Alt Empordà,171788,Sant Pere Pescador,0.0,0.0,0.0,0.0,"Sant Pere Pescador, Alt Empordà, Catalunya",42.1899836,3.0837479
23/01/2011,2,Alt Empordà,170470,Castelló d'Empúries,0.0,0.2,0.0,0.2,"Castelló d'Empúries, Alt Empordà, Catalunya",42.2591074,3.0746425
23/01/2011,24,Osona,81290,Muntanyola,0.0,0.04,0.0,0.04,"Muntanyola, Osona, Catalunya",41.8769342,2.1790836
24/01/2011,30,Ribera d'Ebre,431212,Rasquera,0.28,0.0,0.0,0.28,"Rasquera, Ribera d'Ebre, Catalunya",41.003625,0.5973403
24/01/2011,2,Alt Empordà,170307,Cabanes,0.4,0.1,0.0,0.5,"Cabanes, Alt Empordà, Catalunya",42.3087348,2.9764243
24/01/2011,20,Gironès,171637,Sant Gregori,0.44,0.0,0.0,0.44,"Sant Gregori, Gironès, Catalunya",41.9910304,2.7564765
24/01/2011,41,Vallès Oriental,80885,"Garriga, la",0.0,0.18,0.0,0.18,"Garriga, la, Vallès Oriental, Catalunya",41.688723,2.1654433
25/01/2011,19,Garrotxa,171498,Riudaura,0.0,0.07,0.0,0.07,"Riudaura, Garrotxa, Catalunya",42.1887348,2.4093804
25/01/2011,1,Alt Camp,430982,Nulles,0.5,0.15,0.0,0.65,"Nulles, Alt Camp, Catalunya",41.2493644,1.2957204
26/01/2011,39,Aran,252430,Vielha e Mijaran,0.7,9.8,0.0,10.5,"Vielha e Mijaran, Aran, Catalunya",42.7017572,0.7954744
26/01/2011,41,Vallès Oriental,89024,Vilanova del Vallès,0.02,0.0,0.0,0.02,"Vilanova del Vallès, Vallès Oriental, Catalunya",41.5536734,2.2862297
26/01/2011,2,Alt Empordà,171582,Sant Climent Sescebes,0.0,0.02,0.0,0.02,"Sant Climent Sescebes, Alt Empordà, Catalunya",42.3693761,2.9802226
26/01/2011,33,Segrià,251023,"Granja d'Escarp, la",0.0,0.06,0.0,0.06,"Granja d'Escarp, la, Segrià, Catalunya",41.4187382,0.3475385
26/01/2011,34,Selva,171501,Riudellots de la Selva,0.01,0.0,0.0,0.01,"Riudellots de la Selva, Selva, Catalunya",41.8954981,2.8022296
27/01/2011,26,Pallars Sobirà,252094,Sort,0.0,0.03,0.0,0.03,"Sort, Pallars Sobirà, Catalunya",42.4114509,1.1298362
27/01/2011,38,Urgell,259025,Sant Martí de Riucorb,0.0,1.0,1.5,1.0,"Sant Martí de Riucorb, Urgell, Catalunya",41.5550892,1.0798514
03/02/2011,11,Baix Llobregat,80765,Esparreguera,0.0,0.05,0.0,0.05,"Esparreguera, Baix Llobregat, Catalunya",41.5393249,1.8694549
03/02/2011,9,Baix Ebre,430136,"Ametlla de Mar, l'",0.0,0.15,0.0,0.15,"Ametlla de Mar, l', Baix Ebre, Catalunya",40.905709,0.8097498
03/02/2011,38,Urgell,252173,Tàrrega,0.0,0.9,0.0,0.9,"Tàrrega, Urgell, Catalunya",41.6472761,1.1409115
03/02/2011,2,Alt Empordà,170669,Figueres,0.0,0.01,0.0,0.01,"Figueres, Alt Empordà, Catalunya",42.2666314,2.9638434
03/02/2011,41,Vallès Oriental,81810,"Roca del Vallès, la",0.08,0.0,0.0,0.08,"Roca del Vallès, la, Vallès Oriental, Catalunya",41.5874771,2.3253831
04/02/2011,4,Alt Urgell,259062,"Valls d'Aguilar, les",0.0,0.32,0.0,0.32,"Valls d'Aguilar, les, Alt Urgell, Catalunya",42.2993872,1.2847177
04/02/2011,25,Pallars Jussà,252347,Tremp,0.0,3.86,4.43,3.86,"Tremp, Pallars Jussà, Catalunya",42.1669782,0.8950137
05/02/2011,6,Anoia,81764,Pujalt,0.3,0.0,0.0,0.3,"Pujalt, Anoia, Catalunya",41.7169947,1.4211325
06/02/2011,21,Maresme,81555,Palafolls,0.0,0.0,0.0,0.0,"Palafolls, Maresme, Catalunya",41.6673913,2.7499262
06/02/2011,26,Pallars Sobirà,252094,Sort,0.15,0.15,0.0,0.3,"Sort, Pallars Sobirà, Catalunya",42.4114509,1.1298362
07/02/2011,12,Baix Penedès,430167,"Arboç, l'",0.05,0.0,0.0,0.05,"Arboç, l', Baix Penedès, Catalunya",41.2736739,1.6004144
08/02/2011,38,Urgell,252424,Verdú,0.0,0.23,0.0,0.23,"Verdú, Urgell, Catalunya",41.6102775,1.143512
09/02/2011,10,Baix Empordà,172095,Vall-llobrega,0.14,0.0,0.0,0.14,"Vall-llobrega, Baix Empordà, Catalunya",41.8801015,3.1268338
09/02/2011,26,Pallars Sobirà,251266,Llavorsí,0.0,2.0,0.0,2.0,"Llavorsí, Pallars Sobirà, Catalunya",42.4957479,1.210519
09/02/2011,4,Alt Urgell,250306,"Pont de Bar, el",0.0,0.5,0.0,0.5,"Pont de Bar, el, Alt Urgell, Catalunya",42.3721732,1.6047661
10/02/2011,24,Osona,81516,Oristà,0.4,0.0,0.0,0.4,"Oristà, Osona, Catalunya",41.9284562,2.2443914
10/02/2011,7,Bages,80023,Aguilar de Segarra,0.0,0.13,0.0,0.13,"Aguilar de Segarra, Bages, Catalunya",41.7394902,1.6316676
10/02/2011,40,Vallès Occidental,81846,Rubí,0.0,0.27,0.0,0.27,"Rubí, Vallès Occidental, Catalunya",41.4936194,2.0319476
10/02/2011,6,Anoia,81614,Piera,0.05,0.0,0.0,0.05,"Piera, Anoia, Catalunya",41.5216923,1.7526335
10/02/2011,11,Baix Llobregat,81141,Martorell,0.0,0.02,0.9,0.02,"Martorell, Baix Llobregat, Catalunya",41.4769177,1.9283971
11/02/2011,6,Anoia,80608,Castellfollit de Riubregós,0.0,0.18,0.0,0.18,"Castellfollit de Riubregós, Anoia, Catalunya",41.7762237,1.4383714
11/02/2011,33,Segrià,252542,Vilanova de la Barca,0.0,0.9,0.2,0.9,"Vilanova de la Barca, Segrià, Catalunya",41.6895577,0.7288787
11/02/2011,31,Ripollès,171674,Sant Joan de les Abadesses,0.53,0.0,0.0,0.53,"Sant Joan de les Abadesses, Ripollès, Catalunya",42.233743,2.2854845
11/02/2011,20,Gironès,171557,Salt,0.09,0.26,0.05,0.35,"Salt, Gironès, Catalunya",41.9741672,2.7949886
11/02/2011,2,Alt Empordà,172109,Ventalló,0.0,0.06,0.0,0.06,"Ventalló, Alt Empordà, Catalunya",42.1491351,3.0268953
11/02/2011,26,Pallars Sobirà,250241,Alt Àneu,6.5,86.1,0.9,92.6,"Alt Àneu, Pallars Sobirà, Catalunya",42.6903552,1.0624833
13/02/2011,21,Maresme,81108,Malgrat de Mar,0.0,0.0,0.0,0.0,"Malgrat de Mar, Maresme, Catalunya",41.6459118,2.7414054
14/02/2011,9,Baix Ebre,431331,Roquetes,0.0,0.18,0.0,0.18,"Roquetes, Baix Ebre, Catalunya",40.8203657,0.5019225
17/02/2011,8,Baix Camp,430537,Duesaigües,0.0,0.03,0.0,0.03,"Duesaigües, Baix Camp, Catalunya",41.1457974,0.9289948
18/02/2011,40,Vallès Occidental,81846,Rubí,0.0,0.0,0.0,0.0,"Rubí, Vallès Occidental, Catalunya",41.4936194,2.0319476
19/02/2011,16,Conca de Barberà,430862,Montblanc,0.0,0.33,0.0,0.33,"Montblanc, Conca de Barberà, Catalunya",41.3762309,1.1605628
20/02/2011,9,Baix Ebre,431554,Tortosa,0.0,0.02,0.0,0.02,"Tortosa, Baix Ebre, Catalunya",40.8110158,0.5209333
20/02/2011,31,Ripollès,172018,Toses,0.75,0.0,0.0,0.75,"Toses, Ripollès, Catalunya",42.3218595,2.0168227
21/02/2011,41,Vallès Oriental,81249,Mollet del Vallès,0.06,0.0,0.0,0.06,"Mollet del Vallès, Vallès Oriental, Catalunya",41.5393484,2.2130934
22/02/2011,22,Montsià,431567,Ulldecona,0.5,22.5,0.3,23.0,"Ulldecona, Montsià, Catalunya",40.5967567,0.4460301
22/02/2011,8,Baix Camp,431188,Pratdip,0.0,1.34,0.0,1.34,"Pratdip, Baix Camp, Catalunya",41.0515188,0.8700972
22/02/2011,12,Baix Penedès,431634,"Vendrell, el",0.16,0.0,0.0,0.16,"Vendrell, el, Baix Penedès, Catalunya",41.2208966,1.5381333
23/02/2011,16,Conca de Barberà,430862,Montblanc,0.0,0.04,0.0,0.04,"Montblanc, Conca de Barberà, Catalunya",41.3762309,1.1605628
23/02/2011,11,Baix Llobregat,80898,Gavà,0.0,0.35,0.0,0.35,"Gavà, Baix Llobregat, Catalunya",41.3050933,2.0063126
23/02/2011,28,Pla de l'Estany,172180,Vilademuls,0.0,0.01,0.0,0.01,"Vilademuls, Pla de l'Estany, Catalunya",42.138644,2.8879149
24/02/2011,16,Conca de Barberà,431763,Vimbodí i Poblet,0.0,0.9,0.0,0.9,"Vimbodí i Poblet, Conca de Barberà, Catalunya",41.3848171,1.0491469
24/02/2011,32,Segarra,250729,Cervera,0.0,0.46,0.0,0.46,"Cervera, Segarra, Catalunya",41.6730667,1.2729426
25/02/2011,6,Anoia,81705,"Prats de Rei, els",0.0,0.63,0.0,0.63,"Prats de Rei, els, Anoia, Catalunya",41.7087424,1.5392472
25/02/2011,7,Bages,80121,Avinyó,0.8,0.34,0.0,1.14,"Avinyó, Bages, Catalunya",41.8630096,1.9707409
25/02/2011,37,Terra Alta,431750,Vilalba dels Arcs,6.2,5.0,0.7,11.2,"Vilalba dels Arcs, Terra Alta, Catalunya",41.1203999,0.4082069
25/02/2011,2,Alt Empordà,170887,Lladó,0.0,0.1,0.05,0.1,"Lladó, Alt Empordà, Catalunya",42.2478898,2.8120781
25/02/2011,7,Bages,80180,Balsareny,0.0,0.13,0.0,0.13,"Balsareny, Bages, Catalunya",41.8631839,1.8755997
25/02/2011,10,Baix Empordà,171100,Mont-ras,0.03,0.0,0.0,0.03,"Mont-ras, Baix Empordà, Catalunya",41.9080196,3.144796
26/02/2011,16,Conca de Barberà,431476,Solivella,0.06,0.54,0.0,0.6,"Solivella, Conca de Barberà, Catalunya",41.4551755,1.1767773
26/02/2011,22,Montsià,430770,Mas de Barberans,0.0,0.27,0.0,0.27,"Mas de Barberans, Montsià, Catalunya",40.7345687,0.3727136
26/02/2011,7,Bages,80478,Cardona,0.0,0.12,0.0,0.12,"Cardona, Bages, Catalunya",41.9142758,1.68133
26/02/2011,18,Garrigues,250582,"Borges Blanques, les",0.0,1.0,0.6,1.0,"Borges Blanques, les, Garrigues, Catalunya",41.5214072,0.8779098
27/02/2011,10,Baix Empordà,170046,Albons,0.0,0.1,0.0,0.1,"Albons, Baix Empordà, Catalunya",42.1058271,3.0849746
27/02/2011,4,Alt Urgell,251850,Ribera d'Urgellet,0.0,0.02,0.0,0.02,"Ribera d'Urgellet, Alt Urgell, Catalunya",42.2861046,1.4187688
27/02/2011,25,Pallars Jussà,252347,Tremp,6.4,7.7,5.1,14.1,"Tremp, Pallars Jussà, Catalunya",42.1669782,0.8950137
27/02/2011,3,Alt Penedès,82732,Subirats,0.0,0.07,0.0,0.07,"Subirats, Alt Penedès, Catalunya",41.3951601,1.8112496
28/02/2011,9,Baix Ebre,439060,"Ampolla, l'",0.0,0.0,0.0,0.0,"Ampolla, l', Baix Ebre, Catalunya",40.8003612,0.6714546
28/02/2011,33,Segrià,250077,Albatàrrec,0.0,0.2,0.0,0.2,"Albatàrrec, Segrià, Catalunya",41.5733194,0.6059163
28/02/2011,6,Anoia,80214,Bellprat,0.0,0.35,0.0,0.35,"Bellprat, Anoia, Catalunya",41.5174829,1.4335846
01/03/2011,7,Bages,81419,Navàs,0.0,0.02,0.0,0.02,"Navàs, Bages, Catalunya",41.8989233,1.8767736
01/03/2011,15,Cerdanya,251790,Prullans,0.4,0.22,0.0,0.62,"Prullans, Cerdanya, Catalunya",42.3803293,1.7364774
01/03/2011,33,Segrià,252542,Vilanova de la Barca,0.0,0.4,0.3,0.4,"Vilanova de la Barca, Segrià, Catalunya",41.6895577,0.7288787
01/03/2011,42,Moianès,80790,"Estany, l'",0.23,0.88,0.0,1.11,"Estany, l', Moianès, Catalunya",41.8692996,2.1125228
01/03/2011,21,Maresme,80095,Argentona,1.03,0.0,0.0,1.03,"Argentona, Maresme, Catalunya",41.5554326,2.4002787
02/03/2011,7,Bages,80983,Sant Salvador de Guardiola,0.0,0.03,0.0,0.03,"Sant Salvador de Guardiola, Bages, Catalunya",41.6797988,1.7671087
02/03/2011,33,Segrià,250138,Alfarràs,0.0,0.7,0.16,0.7,"Alfarràs, Segrià, Catalunya",41.8319289,0.5703358
02/03/2011,2,Alt Empordà,170669,Figueres,0.14,0.0,0.0,0.14,"Figueres, Alt Empordà, Catalunya",42.2666314,2.9638434
02/03/2011,3,Alt Penedès,81458,Olèrdola,0.0,0.33,0.0,0.33,"Olèrdola, Alt Penedès, Catalunya",41.3214217,1.7234463
02/03/2011,6,Anoia,80636,Castellolí,0.0,0.11,0.0,0.11,"Castellolí, Anoia, Catalunya",41.5981563,1.7002468
02/03/2011,11,Baix Llobregat,81580,"Papiol, el",0.0,0.08,0.0,0.08,"Papiol, el, Baix Llobregat, Catalunya",41.4354962,2.0025582
02/03/2011,2,Alt Empordà,170669,Figueres,0.0,0.8,0.0,0.8,"Figueres, Alt Empordà, Catalunya",42.2666314,2.9638434
03/03/2011,9,Baix Ebre,439060,"Ampolla, l'",0.0,1.6,0.0,1.6,"Ampolla, l', Baix Ebre, Catalunya",40.8003612,0.6714546
04/03/2011,25,Pallars Jussà,251615,Conca de Dalt,0.0,0.9,0.0,0.9,"Conca de Dalt, Pallars Jussà, Catalunya",42.2310614,1.0565329
06/03/2011,20,Gironès,171557,Salt,0.0,0.0,0.0,0.0,"Salt, Gironès, Catalunya",41.9741672,2.7949886
07/03/2011,23,Noguera,250220,Alòs de Balaguer,0.0,2.7,0.0,2.7,"Alòs de Balaguer, Noguera, Catalunya",41.9124041,0.9607021
07/03/2011,26,Pallars Sobirà,250390,Baix Pallars,0.0,0.5,0.0,0.5,"Baix Pallars, Pallars Sobirà, Catalunya",42.3386268,1.0139824
07/03/2011,33,Segrià,252542,Vilanova de la Barca,0.0,0.05,0.0,0.05,"Vilanova de la Barca, Segrià, Catalunya",41.6895577,0.7288787
07/03/2011,3,Alt Penedès,82270,Sant Martí Sarroca,0.0,0.07,0.05,0.07,"Sant Martí Sarroca, Alt Penedès, Catalunya",41.3854214,1.6108158
08/03/2011,40,Vallès Occidental,81846,Rubí,0.0,0.06,0.0,0.06,"Rubí, Vallès Occidental, Catalunya",41.4936194,2.0319476
09/03/2011,37,Terra Alta,430483,Corbera d'Ebre,0.18,0.28,0.0,0.46,"Corbera d'Ebre, Terra Alta, Catalunya",41.0775819,0.476165
09/03/2011,20,Gironès,171864,Sarrià de Ter,0.16,0.0,0.0,0.16,"Sarrià de Ter, Gironès, Catalunya",42.0141923,2.8175976
09/03/2011,17,Garraf,81483,Olivella,0.0,0.0,0.0,0.0,"Olivella, Garraf, Catalunya",41.3103129,1.8114946
10/03/2011,16,Conca de Barberà,430862,Montblanc,0.0,1.61,0.3,1.61,"Montblanc, Conca de Barberà, Catalunya",41.3762309,1.1605628
11/03/2011,33,Segrià,252108,Soses,0.0,0.4,0.0,0.4,"Soses, Segrià, Catalunya",41.5331552,0.4874802
11/03/2011,33,Segrià,252108,Soses,0.0,0.3,0.0,0.3,"Soses, Segrià, Catalunya",41.5331552,0.4874802
11/03/2011,38,Urgell,252173,Tàrrega,0.0,0.16,0.11,0.16,"Tàrrega, Urgell, Catalunya",41.6472761,1.1409115
11/03/2011,25,Pallars Jussà,259046,Castell de Mur,0.4,4.3,0.3,4.7,"Castell de Mur, Pallars Jussà, Catalunya",42.1209291,0.796629
11/03/2011,42,Moianès,82589,Santa Maria d'Oló,0.0,0.2,1.0,0.2,"Santa Maria d'Oló, Moianès, Catalunya",41.8742425,2.0358546
19/03/2011,33,Segrià,252542,Vilanova de la Barca,0.0,0.09,0.0,0.09,"Vilanova de la Barca, Segrià, Catalunya",41.6895577,0.7288787
20/03/2011,22,Montsià,430629,Freginals,0.0,0.5,0.0,0.5,"Freginals, Montsià, Catalunya",40.6715945,0.5187536
21/03/2011,33,Segrià,251207,Lleida,0.0,0.15,0.0,0.15,"Lleida, Segrià, Catalunya",41.6147605,0.6267842
23/03/2011,9,Baix Ebre,431554,Tortosa,0.0,0.0,0.0,0.0,"Tortosa, Baix Ebre, Catalunya",40.8110158,0.5209333
23/03/2011,38,Urgell,252424,Verdú,0.0,0.23,0.0,0.23,"Verdú, Urgell, Catalunya",41.6102775,1.143512
24/03/2011,24,Osona,82541,"Esquirol, l'",0.0,0.6,0.0,0.6,"Esquirol, l', Osona, Catalunya",42.0010437,2.2921693
25/03/2011,25,Pallars Jussà,251615,Conca de Dalt,0.0,0.8,0.0,0.8,"Conca de Dalt, Pallars Jussà, Catalunya",42.2310614,1.0565329
25/03/2011,41,Vallès Oriental,82093,Sant Fost de Campsentelles,0.0,0.0,0.0,0.0,"Sant Fost de Campsentelles, Vallès Oriental, Catalunya",41.5122172,2.2379134
25/03/2011,25,Pallars Jussà,251155,Isona i Conca Dellà,0.0,0.7,0.0,0.7,"Isona i Conca Dellà, Pallars Jussà, Catalunya",42.1290793,1.0046633
29/03/2011,33,Segrià,252542,Vilanova de la Barca,0.0,0.0,0.0,0.0,"Vilanova de la Barca, Segrià, Catalunya",41.6895577,0.7288787
31/03/2011,16,Conca de Barberà,431763,Vimbodí i Poblet,0.08,0.0,0.0,0.08,"Vimbodí i Poblet, Conca de Barberà, Catalunya",41.3848171,1.0491469
01/04/2011,38,Urgell,251459,Nalec,0.0,0.24,0.0,0.24,"Nalec, Urgell, Catalunya",41.5601757,1.1151553
01/04/2011,16,Conca de Barberà,430614,Forès,0.6,1.1,0.0,1.7,"Forès, Conca de Barberà, Catalunya",41.4941385,1.2363424
01/04/2011,36,Tarragonès,430430,"Catllar, el",0.0,0.13,0.0,0.13,"Catllar, el, Tarragonès, Catalunya",41.1754929,1.3244059
01/04/2011,33,Segrià,251333,Maials,0.2,0.4,0.0,0.6,"Maials, Segrià, Catalunya",41.3640737,0.5053309
02/04/2011,9,Baix Ebre,431042,"Perelló, el",0.0,0.0,0.0,0.0,"Perelló, el, Baix Ebre, Catalunya",40.8265276,0.7386556
02/04/2011,9,Baix Ebre,431042,"Perelló, el",0.0,0.27,0.0,0.27,"Perelló, el, Baix Ebre, Catalunya",40.8265276,0.7386556
02/04/2011,9,Baix Ebre,431042,"Perelló, el",0.0,0.7,0.0,0.7,"Perelló, el, Baix Ebre, Catalunya",40.8265276,0.7386556
02/04/2011,9,Baix Ebre,431042,"Perelló, el",0.0,0.0,0.0,0.0,"Perelló, el, Baix Ebre, Catalunya",40.8265276,0.7386556
02/04/2011,9,Baix Ebre,431554,Tortosa,0.01,0.0,0.0,0.01,"Tortosa, Baix Ebre, Catalunya",40.8110158,0.5209333
04/04/2011,8,Baix Camp,430075,"Aleixar, l'",0.0,0.12,0.0,0.12,"Aleixar, l', Baix Camp, Catalunya",41.2010494,1.0451659
05/04/2011,16,Conca de Barberà,430862,Montblanc,0.0,1.08,0.0,1.08,"Montblanc, Conca de Barberà, Catalunya",41.3762309,1.1605628
05/04/2011,37,Terra Alta,431750,Vilalba dels Arcs,0.17,0.0,0.09,0.17,"Vilalba dels Arcs, Terra Alta, Catalunya",41.1203999,0.4082069
06/04/2011,9,Baix Ebre,431554,Tortosa,0.01,0.0,0.0,0.01,"Tortosa, Baix Ebre, Catalunya",40.8110158,0.5209333
08/04/2011,3,Alt Penedès,82401,Sant Sadurní d'Anoia,0.0,0.1,0.0,0.1,"Sant Sadurní d'Anoia, Alt Penedès, Catalunya",41.4244663,1.7863949
08/04/2011,10,Baix Empordà,179011,"Cruïlles, Monells i Sant Sadurní de l'Heura",5.75,0.0,0.0,5.75,"Cruïlles, Monells i Sant Sadurní de l'Heura, Baix Empordà, Catalunya",41.9558251,3.0114014
08/04/2011,33,Segrià,252326,Torres de Segre,0.0,0.2,0.1,0.2,"Torres de Segre, Segrià, Catalunya",41.5352381,0.5135629
09/04/2011,33,Segrià,251312,Massalcoreig,0.0,0.12,0.1,0.12,"Massalcoreig, Segrià, Catalunya",41.4591786,0.3596468
09/04/2011,33,Segrià,250117,Alcarràs,0.1,0.0,0.0,0.1,"Alcarràs, Segrià, Catalunya",41.5632578,0.5240396
09/04/2011,9,Baix Ebre,439018,Deltebre,0.0,0.03,0.0,0.03,"Deltebre, Baix Ebre, Catalunya",40.7203938,0.7243445
10/04/2011,19,Garrotxa,171143,Olot,0.0,0.0,0.0,0.0,"Olot, Garrotxa, Catalunya",42.1822177,2.4890211
11/04/2011,41,Vallès Oriental,80462,Cardedeu,0.06,0.0,0.0,0.06,"Cardedeu, Vallès Oriental, Catalunya",41.6385167,2.3558408
11/04/2011,12,Baix Penedès,431634,"Vendrell, el",0.0,0.0,0.0,0.0,"Vendrell, el, Baix Penedès, Catalunya",41.2208966,1.5381333
11/04/2011,30,Ribera d'Ebre,431508,Tivissa,0.0,1.0,0.0,1.0,"Tivissa, Ribera d'Ebre, Catalunya",41.0416528,0.7331448
12/04/2011,10,Baix Empordà,172327,Vilopriu,0.01,0.0,0.0,0.01,"Vilopriu, Baix Empordà, Catalunya",42.1043198,2.9918548
12/04/2011,2,Alt Empordà,170118,"Armentera, l'",0.01,0.0,0.0,0.01,"Armentera, l', Alt Empordà, Catalunya",42.1662988,3.086444
12/04/2011,2,Alt Empordà,171523,Roses,0.01,0.0,0.0,0.01,"Roses, Alt Empordà, Catalunya",42.2632018,3.1755328
13/04/2011,30,Ribera d'Ebre,430939,Móra d'Ebre,0.0,0.01,0.0,0.01,"Móra d'Ebre, Ribera d'Ebre, Catalunya",41.0893373,0.6412887
13/04/2011,2,Alt Empordà,171582,Sant Climent Sescebes,0.0,3.6,0.0,3.6,"Sant Climent Sescebes, Alt Empordà, Catalunya",42.3693761,2.9802226
13/04/2011,40,Vallès Occidental,82520,Barberà del Vallès,0.0,0.0,0.0,0.0,"Barberà del Vallès, Vallès Occidental, Catalunya",41.5172534,2.1265942
14/04/2011,33,Segrià,250143,Alfés,0.0,0.1,0.16,0.1,"Alfés, Segrià, Catalunya",41.5214162,0.6200114
15/04/2011,33,Segrià,252542,Vilanova de la Barca,0.0,0.15,0.0,0.15,"Vilanova de la Barca, Segrià, Catalunya",41.6895577,0.7288787
16/04/2011,9,Baix Ebre,431042,"Perelló, el",0.0,0.0,0.0,0.0,"Perelló, el, Baix Ebre, Catalunya",40.8265276,0.7386556
16/04/2011,9,Baix Ebre,439060,"Ampolla, l'",0.0,0.0,0.0,0.0,"Ampolla, l', Baix Ebre, Catalunya",40.8003612,0.6714546
16/04/2011,9,Baix Ebre,431042,"Perelló, el",0.0,0.08,0.0,0.08,"Perelló, el, Baix Ebre, Catalunya",40.8265276,0.7386556
16/04/2011,21,Maresme,82613,Santa Susanna,0.0,0.08,0.0,0.08,"Santa Susanna, Maresme, Catalunya",41.6357256,2.7065933
16/04/2011,9,Baix Ebre,431042,"Perelló, el",0.0,0.11,0.0,0.11,"Perelló, el, Baix Ebre, Catalunya",40.8265276,0.7386556
16/04/2011,38,Urgell,250463,Belianes,0.0,0.34,0.0,0.34,"Belianes, Urgell, Catalunya",41.5608943,1.0165748
16/04/2011,9,Baix Ebre,439060,"Ampolla, l'",0.0,0.01,0.0,0.01,"Ampolla, l', Baix Ebre, Catalunya",40.8003612,0.6714546
16/04/2011,9,Baix Ebre,439060,"Ampolla, l'",0.0,0.04,0.0,0.04,"Ampolla, l', Baix Ebre, Catalunya",40.8003612,0.6714546
16/04/2011,9,Baix Ebre,431042,"Perelló, el",0.0,0.96,0.0,0.96,"Perelló, el, Baix Ebre, Catalunya",40.8265276,0.7386556
16/04/2011,9,Baix Ebre,439060,"Ampolla, l'",0.0,0.03,0.0,0.03,"Ampolla, l', Baix Ebre, Catalunya",40.8003612,0.6714546
17/04/2011,13,Barcelonès,80193,Barcelona,0.0,1.6,0.0,1.6,"Barcelona, Barcelonès, Catalunya",41.3825802,2.177073
17/04/2011,33,Segrià,252108,Soses,0.0,0.5,0.25,0.5,"Soses, Segrià, Catalunya",41.5331552,0.4874802
17/04/2011,37,Terra Alta,430483,Corbera d'Ebre,0.0,1.14,0.0,1.14,"Corbera d'Ebre, Terra Alta, Catalunya",41.0775819,0.476165
18/04/2011,41,Vallès Oriental,80462,Cardedeu,0.0,0.0,0.0,0.0,"Cardedeu, Vallès Oriental, Catalunya",41.6385167,2.3558408
18/04/2011,16,Conca de Barberà,431476,Solivella,0.3,0.4,0.6,0.7,"Solivella, Conca de Barberà, Catalunya",41.4551755,1.1767773
19/04/2011,38,Urgell,252173,Tàrrega,0.0,2.98,0.05,2.98,"Tàrrega, Urgell, Catalunya",41.6472761,1.1409115
19/04/2011,23,Noguera,250349,Artesa de Segre,0.0,0.3,0.01,0.3,"Artesa de Segre, Noguera, Catalunya",41.8962914,1.0471121
19/04/2011,38,Urgell,250030,Agramunt,0.0,0.5,0.0,0.5,"Agramunt, Urgell, Catalunya",41.787076,1.0985119
20/04/2011,3,Alt Penedès,82877,Torrelavit,0.0,0.0,0.0,0.0,"Torrelavit, Alt Penedès, Catalunya",41.4432635,1.7266773
20/04/2011,40,Vallès Occidental,81803,Ripollet,0.0,0.06,0.0,0.06,"Ripollet, Vallès Occidental, Catalunya",41.4993372,2.1573095
21/04/2011,38,Urgell,251305,Maldà,0.0,0.3,0.0,0.3,"Maldà, Urgell, Catalunya",41.5505618,1.0396632
21/04/2011,3,Alt Penedès,82877,Torrelavit,0.0,0.02,0.0,0.02,"Torrelavit, Alt Penedès, Catalunya",41.4432635,1.7266773
