DATA INCENDI,CODI COMARCA,COMARCA,CODI MUNICIPI,TERMEMUNIC,HAARBRADES,HANOARBRAD,HANOFOREST,HAFORESTAL,LOCALITZACIO,LATITUD,LONGITUD
25/11/2022,13,Barcelonès,80193,Barcelona,0.0,0.01,0.0,0.01,"Barcelona, Barcelonès, Catalunya",41.3825802,2.177073
28/11/2022,11,Baix Llobregat,81141,Martorell,0.08,0.0,0.0,0.08,"Martorell, Baix Llobregat, Catalunya",41.4769177,1.9283971
29/11/2022,11,Baix Llobregat,81234,Molins de Rei,0.0,0.0,0.0,0.0,"Molins de Rei, Baix Llobregat, Catalunya",41.4138087,2.0159626
01/12/2022,42,Moianès,82589,Santa Maria d'Oló,0.1,0.0,0.0,0.1,"Santa Maria d'Oló, Moianès, Catalunya",41.8742425,2.0358546
01/12/2022,24,Osona,82248,Sant Martí de Centelles,0.0,0.0,0.0,0.0,"Sant Martí de Centelles, Osona, Catalunya",41.7540904,2.2195762
04/12/2022,9,Baix Ebre,431554,Tortosa,0.0,0.02,0.0,0.02,"Tortosa, Baix Ebre, Catalunya",40.8110158,0.5209333
05/12/2022,42,Moianès,80348,Calders,0.05,0.0,0.0,0.05,"Calders, Moianès, Catalunya",41.7892144,1.9916386
21/12/2022,20,Gironès,170871,Juià,0.0,0.01,0.01,0.01,"Juià, Gironès, Catalunya",42.0172969,2.9067184
07/01/2023,40,Vallès Occidental,82606,Santa Perpètua de Mogoda,0.0,0.0,0.0,0.0,"Santa Perpètua de Mogoda, Vallès Occidental, Catalunya",41.5328106,2.1823309
10/01/2023,2,Alt Empordà,172348,Biure,0.0,0.0,0.0,0.0,"Biure, Alt Empordà, Catalunya",42.3380996,2.8949823
10/01/2023,13,Barcelonès,81944,Sant Adrià de Besòs,0.0,0.02,0.0,0.02,"Sant Adrià de Besòs, Barcelonès, Catalunya",41.4304832,2.2182775
10/01/2023,13,Barcelonès,81944,Sant Adrià de Besòs,0.0,0.01,0.0,0.01,"Sant Adrià de Besòs, Barcelonès, Catalunya",41.4304832,2.2182775
11/01/2023,9,Baix Ebre,430136,"Ametlla de Mar, l'",0.0,0.01,0.0,0.01,"Ametlla de Mar, l', Baix Ebre, Catalunya",40.905709,0.8097498
12/01/2023,40,Vallès Occidental,80543,Castellbisbal,0.0,0.0,0.0,0.0,"Castellbisbal, Vallès Occidental, Catalunya",41.4765136,1.9832978
13/01/2023,13,Barcelonès,81944,Sant Adrià de Besòs,0.0,0.02,0.0,0.02,"Sant Adrià de Besòs, Barcelonès, Catalunya",41.4304832,2.2182775
15/01/2023,24,Osona,81995,Sant Bartomeu del Grau,0.0,0.0,0.0,0.0,"Sant Bartomeu del Grau, Osona, Catalunya",41.9807659,2.1750391
16/01/2023,34,Selva,171805,Santa Coloma de Farners,0.0,0.0,0.0,0.0,"Santa Coloma de Farners, Selva, Catalunya",41.8603109,2.6659047
16/01/2023,13,Barcelonès,81944,Sant Adrià de Besòs,0.0,0.02,0.0,0.02,"Sant Adrià de Besòs, Barcelonès, Catalunya",41.4304832,2.2182775
18/01/2023,40,Vallès Occidental,82798,Terrassa,0.0,0.0,0.0,0.0,"Terrassa, Vallès Occidental, Catalunya",41.5629623,2.0100492
19/01/2023,12,Baix Penedès,431634,"Vendrell, el",0.02,0.0,0.0,0.02,"Vendrell, el, Baix Penedès, Catalunya",41.2208966,1.5381333
20/01/2023,40,Vallès Occidental,80517,Castellar del Vallès,0.0,0.3,0.0,0.3,"Castellar del Vallès, Vallès Occidental, Catalunya",41.6138122,2.0875963
21/01/2023,40,Vallès Occidental,81252,Montcada i Reixac,0.0,0.49,0.0,0.49,"Montcada i Reixac, Vallès Occidental, Catalunya",41.4823115,2.1869985
22/01/2023,12,Baix Penedès,431634,"Vendrell, el",0.01,0.0,0.0,0.01,"Vendrell, el, Baix Penedès, Catalunya",41.2208966,1.5381333
22/01/2023,3,Alt Penedès,80850,Font-rubí,0.0,0.04,0.0,0.04,"Font-rubí, Alt Penedès, Catalunya",41.4365689,1.5878667
22/01/2023,22,Montsià,430141,Amposta,0.0,0.02,0.0,0.02,"Amposta, Montsià, Catalunya",40.7079905,0.5812561
23/01/2023,40,Vallès Occidental,80517,Castellar del Vallès,0.0,0.0,0.0,0.0,"Castellar del Vallès, Vallès Occidental, Catalunya",41.6138122,2.0875963
23/01/2023,4,Alt Urgell,259084,Fígols i Alinyà,0.0,0.0,0.0,0.0,"Fígols i Alinyà, Alt Urgell, Catalunya",42.2068675,1.3889096
23/01/2023,12,Baix Penedès,431634,"Vendrell, el",0.0,0.0,0.0,0.0,"Vendrell, el, Baix Penedès, Catalunya",41.2208966,1.5381333
24/01/2023,8,Baix Camp,431671,Vilanova d'Escornalbou,0.04,0.0,0.0,0.04,"Vilanova d'Escornalbou, Baix Camp, Catalunya",41.1129833,0.9351724
24/01/2023,29,Priorat,430555,Falset,0.0,0.2,0.0,0.2,"Falset, Priorat, Catalunya",41.1450982,0.8181162
25/01/2023,37,Terra Alta,430640,Gandesa,0.0,0.12,0.0,0.12,"Gandesa, Terra Alta, Catalunya",41.0520413,0.4373881
25/01/2023,40,Vallès Occidental,80517,Castellar del Vallès,0.0,0.03,0.0,0.03,"Castellar del Vallès, Vallès Occidental, Catalunya",41.6138122,2.0875963
27/01/2023,9,Baix Ebre,431042,"Perelló, el",0.0,0.2,0.0,0.2,"Perelló, el, Baix Ebre, Catalunya",40.8265276,0.7386556
27/01/2023,10,Baix Empordà,172116,Verges,0.0,0.24,0.0,0.24,"Verges, Baix Empordà, Catalunya",42.0638953,3.0466102
28/01/2023,11,Baix Llobregat,80898,Gavà,0.02,0.08,0.0,0.1,"Gavà, Baix Llobregat, Catalunya",41.3050933,2.0063126
30/01/2023,11,Baix Llobregat,80898,Gavà,0.0,0.0,0.0,0.0,"Gavà, Baix Llobregat, Catalunya",41.3050933,2.0063126
30/01/2023,41,Vallès Oriental,82763,Tagamanent,0.18,0.0,0.0,0.18,"Tagamanent, Vallès Oriental, Catalunya",41.7391505,2.2666145
30/01/2023,3,Alt Penedès,80919,Gelida,0.15,0.0,0.0,0.15,"Gelida, Alt Penedès, Catalunya",41.4408877,1.8634309
30/01/2023,30,Ribera d'Ebre,430846,Miravet,0.0,0.06,0.0,0.06,"Miravet, Ribera d'Ebre, Catalunya",41.037788,0.5977162
30/01/2023,40,Vallès Occidental,81878,Sabadell,0.0,0.05,0.0,0.05,"Sabadell, Vallès Occidental, Catalunya",41.5421013,2.1138977
30/01/2023,41,Vallès Oriental,81982,Sant Antoni de Vilamajor,0.1,0.0,0.14,0.1,"Sant Antoni de Vilamajor, Vallès Oriental, Catalunya",41.6735604,2.4012202
31/01/2023,10,Baix Empordà,171997,Torroella de Montgrí,0.03,0.0,0.0,0.03,"Torroella de Montgrí, Baix Empordà, Catalunya",42.040982,3.1262041
31/01/2023,24,Osona,81607,Perafita,0.25,0.0,0.0,0.25,"Perafita, Osona, Catalunya",42.061556,2.1515943
01/02/2023,11,Baix Llobregat,81234,Molins de Rei,0.0,0.0,0.0,0.0,"Molins de Rei, Baix Llobregat, Catalunya",41.4138087,2.0159626
01/02/2023,40,Vallès Occidental,81878,Sabadell,0.03,0.0,0.0,0.03,"Sabadell, Vallès Occidental, Catalunya",41.5421013,2.1138977
01/02/2023,11,Baix Llobregat,80728,Corbera de Llobregat,0.0,0.0,0.0,0.0,"Corbera de Llobregat, Baix Llobregat, Catalunya",41.4164771,1.927753
02/02/2023,3,Alt Penedès,82515,Santa Margarida i els Monjos,0.0,0.03,0.0,0.03,"Santa Margarida i els Monjos, Alt Penedès, Catalunya",41.3213389,1.6623519
03/02/2023,8,Baix Camp,430094,Alforja,0.0,0.08,0.0,0.08,"Alforja, Baix Camp, Catalunya",41.2099763,0.9735531
03/02/2023,41,Vallès Oriental,80235,Bigues i Riells,0.02,0.0,0.0,0.02,"Bigues i Riells, Vallès Oriental, Catalunya",41.6829678,2.2083886
03/02/2023,8,Baix Camp,430311,"Borges del Camp, les",0.0,0.97,2.08,0.97,"Borges del Camp, les, Baix Camp, Catalunya",41.17534,1.0311515
03/02/2023,15,Cerdanya,170947,Llívia,0.0,0.5,0.0,0.5,"Llívia, Cerdanya, Catalunya",42.4640786,1.9804293
04/02/2023,28,Pla de l'Estany,170561,Cornellà del Terri,0.01,0.05,0.0,0.06,"Cornellà del Terri, Pla de l'Estany, Catalunya",42.0898363,2.8157343
04/02/2023,10,Baix Empordà,170681,Foixà,1.22,0.0,0.0,1.22,"Foixà, Baix Empordà, Catalunya",42.0388268,2.9973628
04/02/2023,2,Alt Empordà,171984,Torroella de Fluvià,0.0,0.02,0.0,0.02,"Torroella de Fluvià, Alt Empordà, Catalunya",42.174492,3.0402489
04/02/2023,10,Baix Empordà,179011,"Cruïlles, Monells i Sant Sadurní de l'Heura",0.0,0.02,0.0,0.02,"Cruïlles, Monells i Sant Sadurní de l'Heura, Baix Empordà, Catalunya",41.9558251,3.0114014
05/02/2023,24,Osona,89019,Rupit i Pruit,0.26,0.0,0.0,0.26,"Rupit i Pruit, Osona, Catalunya",42.024334,2.4653919
05/02/2023,4,Alt Urgell,259084,Fígols i Alinyà,0.0,0.05,0.15,0.05,"Fígols i Alinyà, Alt Urgell, Catalunya",42.2068675,1.3889096
05/02/2023,9,Baix Ebre,431554,Tortosa,0.0,0.18,0.0,0.18,"Tortosa, Baix Ebre, Catalunya",40.8110158,0.5209333
05/02/2023,10,Baix Empordà,170340,Calonge i Sant Antoni,0.06,0.0,0.0,0.06,"Calonge i Sant Antoni, Baix Empordà, Catalunya",41.8621762,3.0660825
05/02/2023,34,Selva,171595,Sant Feliu de Buixalleu,0.0,0.87,0.0,0.87,"Sant Feliu de Buixalleu, Selva, Catalunya",41.7913017,2.5861463
05/02/2023,3,Alt Penedès,82270,Sant Martí Sarroca,0.1,0.3,0.0,0.4,"Sant Martí Sarroca, Alt Penedès, Catalunya",41.3854214,1.6108158
05/02/2023,9,Baix Ebre,431554,Tortosa,5.04,7.89,13.09,12.93,"Tortosa, Baix Ebre, Catalunya",40.8110158,0.5209333
05/02/2023,38,Urgell,252173,Tàrrega,0.0,1.72,0.04,1.72,"Tàrrega, Urgell, Catalunya",41.6472761,1.1409115
05/02/2023,40,Vallès Occidental,82384,Sant Quirze del Vallès,0.09,0.0,0.0,0.09,"Sant Quirze del Vallès, Vallès Occidental, Catalunya",41.530143,2.0820052
05/02/2023,9,Baix Ebre,431554,Tortosa,0.01,0.0,0.0,0.01,"Tortosa, Baix Ebre, Catalunya",40.8110158,0.5209333
06/02/2023,40,Vallès Occidental,83008,Viladecavalls,0.07,0.0,0.0,0.07,"Viladecavalls, Vallès Occidental, Catalunya",41.5563969,1.9553173
06/02/2023,29,Priorat,430350,Cabacés,0.36,0.0,0.0,0.36,"Cabacés, Priorat, Catalunya",41.2470037,0.7315988
06/02/2023,1,Alt Camp,430363,Cabra del Camp,0.0,0.08,0.0,0.08,"Cabra del Camp, Alt Camp, Catalunya",41.3952451,1.275736
07/02/2023,40,Vallès Occidental,81568,Palau-solità i Plegamans,0.0,0.0,0.0,0.0,"Palau-solità i Plegamans, Vallès Occidental, Catalunya",41.5873942,2.1806823
11/02/2023,13,Barcelonès,80193,Barcelona,0.0,0.0,0.0,0.0,"Barcelona, Barcelonès, Catalunya",41.3825802,2.177073
14/02/2023,3,Alt Penedès,82227,Sant Llorenç d'Hortons,0.0,0.58,0.0,0.58,"Sant Llorenç d'Hortons, Alt Penedès, Catalunya",41.4679645,1.824028
16/02/2023,4,Alt Urgell,250772,Coll de Nargó,0.0,0.03,0.0,0.03,"Coll de Nargó, Alt Urgell, Catalunya",42.1739087,1.3161338
17/02/2023,40,Vallès Occidental,82665,Cerdanyola del Vallès,0.01,0.02,0.0,0.02,"Cerdanyola del Vallès, Vallès Occidental, Catalunya",41.4910324,2.1374969
18/02/2023,4,Alt Urgell,259062,"Valls d'Aguilar, les",0.0,0.0,0.0,0.0,"Valls d'Aguilar, les, Alt Urgell, Catalunya",42.2993872,1.2847177
18/02/2023,41,Vallès Oriental,82074,Sant Esteve de Palautordera,0.0,0.02,0.0,0.02,"Sant Esteve de Palautordera, Vallès Oriental, Catalunya",41.7040768,2.4343426
18/02/2023,1,Alt Camp,430056,Alcover,0.09,0.0,0.0,0.09,"Alcover, Alt Camp, Catalunya",41.2629186,1.1687697
18/02/2023,33,Segrià,251023,"Granja d'Escarp, la",0.02,0.0,0.0,0.02,"Granja d'Escarp, la, Segrià, Catalunya",41.4187382,0.3475385
18/02/2023,11,Baix Llobregat,80667,Castellví de Rosanes,0.24,0.0,0.0,0.24,"Castellví de Rosanes, Baix Llobregat, Catalunya",41.450038,1.8994527
18/02/2023,41,Vallès Oriental,81810,"Roca del Vallès, la",0.18,0.03,0.0,0.21,"Roca del Vallès, la, Vallès Oriental, Catalunya",41.5874771,2.3253831
18/02/2023,11,Baix Llobregat,82634,Sant Vicenç dels Horts,0.0,0.86,0.0,0.86,"Sant Vicenç dels Horts, Baix Llobregat, Catalunya",41.3934193,2.0099482
19/02/2023,15,Cerdanya,251752,Prats i Sansor,0.15,0.0,0.0,0.15,"Prats i Sansor, Cerdanya, Catalunya",42.3654525,1.8372016
19/02/2023,19,Garrotxa,172082,"Vall de Bianya, la",0.9,0.0,0.0,0.9,"Vall de Bianya, la, Garrotxa, Catalunya",42.209833,2.489893
20/02/2023,34,Selva,171595,Sant Feliu de Buixalleu,0.0,0.0,0.0,0.0,"Sant Feliu de Buixalleu, Selva, Catalunya",41.7913017,2.5861463
20/02/2023,36,Tarragonès,431482,Tarragona,0.0,0.0,0.0,0.0,"Tarragona, Tarragonès, Catalunya",41.1172364,1.2546057
20/02/2023,6,Anoia,82264,Sant Martí de Tous,0.0,0.35,0.0,0.35,"Sant Martí de Tous, Anoia, Catalunya",41.5621915,1.521792
20/02/2023,30,Ribera d'Ebre,431508,Tivissa,0.0,0.24,0.0,0.24,"Tivissa, Ribera d'Ebre, Catalunya",41.0416528,0.7331448
21/02/2023,11,Baix Llobregat,80569,Castelldefels,0.0,0.0,0.0,0.0,"Castelldefels, Baix Llobregat, Catalunya",41.2861022,1.9824173
21/02/2023,40,Vallès Occidental,82798,Terrassa,0.0,0.0,0.0,0.0,"Terrassa, Vallès Occidental, Catalunya",41.5629623,2.0100492
21/02/2023,42,Moianès,81385,Moià,0.02,0.0,0.0,0.02,"Moià, Moianès, Catalunya",41.8130391,2.0978412
25/02/2023,20,Gironès,170792,Girona,0.0,0.2,0.0,0.2,"Girona, Gironès, Catalunya",41.9793006,2.8199439
27/02/2023,6,Anoia,82508,Santa Margarida de Montbui,0.01,0.0,0.0,0.01,"Santa Margarida de Montbui, Anoia, Catalunya",41.5745942,1.6084538
01/03/2023,9,Baix Ebre,431554,Tortosa,0.0,0.04,0.0,0.04,"Tortosa, Baix Ebre, Catalunya",40.8110158,0.5209333
01/03/2023,7,Bages,81918,Sallent,0.0,0.07,0.0,0.07,"Sallent, Bages, Catalunya",41.8259065,1.8948758
02/03/2023,20,Gironès,170890,Llagostera,0.0,0.05,0.0,0.05,"Llagostera, Gironès, Catalunya",41.8289064,2.8920386
02/03/2023,9,Baix Ebre,439060,"Ampolla, l'",0.0,0.0,0.0,0.0,"Ampolla, l', Baix Ebre, Catalunya",40.8003612,0.6714546
03/03/2023,11,Baix Llobregat,80667,Castellví de Rosanes,0.0,0.02,0.0,0.02,"Castellví de Rosanes, Baix Llobregat, Catalunya",41.450038,1.8994527
03/03/2023,9,Baix Ebre,431554,Tortosa,0.0,0.39,0.0,0.39,"Tortosa, Baix Ebre, Catalunya",40.8110158,0.5209333
03/03/2023,34,Selva,170335,Caldes de Malavella,0.13,0.0,0.0,0.13,"Caldes de Malavella, Selva, Catalunya",41.8398724,2.8099858
04/03/2023,37,Terra Alta,430640,Gandesa,0.0,0.4,0.0,0.4,"Gandesa, Terra Alta, Catalunya",41.0520413,0.4373881
04/03/2023,22,Montsià,430141,Amposta,0.01,0.0,0.0,0.01,"Amposta, Montsià, Catalunya",40.7079905,0.5812561
04/03/2023,37,Terra Alta,430419,Caseres,0.0,0.13,0.0,0.13,"Caseres, Terra Alta, Catalunya",41.0394845,0.2497412
04/03/2023,29,Priorat,431541,Torroja del Priorat,0.0,0.13,0.0,0.13,"Torroja del Priorat, Priorat, Catalunya",41.2133186,0.809102
04/03/2023,9,Baix Ebre,431554,Tortosa,0.02,0.0,0.0,0.02,"Tortosa, Baix Ebre, Catalunya",40.8110158,0.5209333
04/03/2023,20,Gironès,171557,Salt,0.04,0.0,0.0,0.04,"Salt, Gironès, Catalunya",41.9741672,2.7949886
05/03/2023,9,Baix Ebre,431042,"Perelló, el",0.0,0.02,0.0,0.02,"Perelló, el, Baix Ebre, Catalunya",40.8265276,0.7386556
05/03/2023,19,Garrotxa,171848,Santa Pau,0.0,0.22,0.0,0.22,"Santa Pau, Garrotxa, Catalunya",42.1442606,2.571379
05/03/2023,10,Baix Empordà,171181,Palamós,0.38,0.0,0.0,0.38,"Palamós, Baix Empordà, Catalunya",41.8495354,3.1278785
06/03/2023,11,Baix Llobregat,82114,Sant Feliu de Llobregat,0.0,0.0,0.0,0.0,"Sant Feliu de Llobregat, Baix Llobregat, Catalunya",41.3812851,2.0446381
07/03/2023,2,Alt Empordà,171208,Palau-saverdera,0.15,0.0,0.0,0.15,"Palau-saverdera, Alt Empordà, Catalunya",42.3076083,3.146611
07/03/2023,37,Terra Alta,430640,Gandesa,0.0,0.02,0.0,0.02,"Gandesa, Terra Alta, Catalunya",41.0520413,0.4373881
07/03/2023,13,Barcelonès,82457,Santa Coloma de Gramenet,0.0,0.06,0.0,0.06,"Santa Coloma de Gramenet, Barcelonès, Catalunya",41.4515626,2.2083371
08/03/2023,41,Vallès Oriental,80863,"Franqueses del Vallès, les",0.02,0.16,0.0,0.19,"Franqueses del Vallès, les, Vallès Oriental, Catalunya",41.6298517,2.2949726
08/03/2023,18,Garrigues,251018,"Granadella, la",0.17,0.0,0.11,0.17,"Granadella, la, Garrigues, Catalunya",41.3644613,0.6641099
08/03/2023,3,Alt Penedès,82732,Subirats,0.0,0.05,0.0,0.05,"Subirats, Alt Penedès, Catalunya",41.3951601,1.8112496
09/03/2023,34,Selva,171595,Sant Feliu de Buixalleu,0.1,0.0,0.0,0.1,"Sant Feliu de Buixalleu, Selva, Catalunya",41.7913017,2.5861463
09/03/2023,24,Osona,81000,Gurb,0.05,0.0,0.0,0.05,"Gurb, Osona, Catalunya",41.9409869,2.2433019
09/03/2023,33,Segrià,251207,Lleida,0.0,0.02,0.0,0.02,"Lleida, Segrià, Catalunya",41.6147605,0.6267842
10/03/2023,31,Ripollès,171674,Sant Joan de les Abadesses,1.84,0.0,0.0,1.84,"Sant Joan de les Abadesses, Ripollès, Catalunya",42.233743,2.2854845
10/03/2023,1,Alt Camp,431248,"Riba, la",0.0,0.0,0.0,0.0,"Riba, la, Alt Camp, Catalunya",,
10/03/2023,38,Urgell,259025,Sant Martí de Riucorb,0.22,3.5,0.41,3.72,"Sant Martí de Riucorb, Urgell, Catalunya",41.5550892,1.0798514
10/03/2023,42,Moianès,82397,Sant Quirze Safaja,0.09,0.0,0.0,0.09,"Sant Quirze Safaja, Moianès, Catalunya",41.7276804,2.1548204
11/03/2023,17,Garraf,80749,Cubelles,1.25,1.12,0.51,2.37,"Cubelles, Garraf, Catalunya",41.2083363,1.6730541
11/03/2023,2,Alt Empordà,170010,Agullana,0.0,0.5,0.0,0.5,"Agullana, Alt Empordà, Catalunya",42.3938409,2.8469168
11/03/2023,24,Osona,81000,Gurb,0.0,0.0,0.0,0.0,"Gurb, Osona, Catalunya",41.9409869,2.2433019
11/03/2023,2,Alt Empordà,170412,Cantallops,0.21,0.0,0.0,0.21,"Cantallops, Alt Empordà, Catalunya",42.4235685,2.9248575
11/03/2023,34,Selva,171642,Sant Hilari Sacalm,0.06,0.1,0.2,0.16,"Sant Hilari Sacalm, Selva, Catalunya",41.8780822,2.5131751
11/03/2023,40,Vallès Occidental,82055,Sant Cugat del Vallès,0.0,0.01,0.0,0.01,"Sant Cugat del Vallès, Vallès Occidental, Catalunya",41.4728432,2.0817809
11/03/2023,34,Selva,171595,Sant Feliu de Buixalleu,0.03,0.0,0.0,0.03,"Sant Feliu de Buixalleu, Selva, Catalunya",41.7913017,2.5861463
12/03/2023,37,Terra Alta,430640,Gandesa,0.0,0.04,0.0,0.04,"Gandesa, Terra Alta, Catalunya",41.0520413,0.4373881
12/03/2023,10,Baix Empordà,179026,Forallac,0.07,0.0,0.0,0.07,"Forallac, Baix Empordà, Catalunya",41.9405813,3.0817246
13/03/2023,40,Vallès Occidental,82917,Vacarisses,0.0,0.0,0.0,0.0,"Vacarisses, Vallès Occidental, Catalunya",41.6063852,1.9194608
13/03/2023,2,Alt Empordà,170643,Espolla,0.0,0.02,0.0,0.02,"Espolla, Alt Empordà, Catalunya",42.3893146,2.9994355
13/03/2023,28,Pla de l'Estany,170353,Camós,0.35,0.0,0.0,0.35,"Camós, Pla de l'Estany, Catalunya",42.0938831,2.7674256
14/03/2023,2,Alt Empordà,170932,Llers,0.02,0.06,0.0,0.08,"Llers, Alt Empordà, Catalunya",42.2956869,2.9114592
14/03/2023,9,Baix Ebre,431042,"Perelló, el",0.8,0.0,0.0,0.8,"Perelló, el, Baix Ebre, Catalunya",40.8265276,0.7386556
14/03/2023,40,Vallès Occidental,82917,Vacarisses,0.0,0.04,0.0,0.04,"Vacarisses, Vallès Occidental, Catalunya",41.6063852,1.9194608
14/03/2023,11,Baix Llobregat,80898,Gavà,0.0,0.08,0.0,0.08,"Gavà, Baix Llobregat, Catalunya",41.3050933,2.0063126
14/03/2023,8,Baix Camp,431457,"Selva del Camp, la",0.47,11.31,0.71,11.78,"Selva del Camp, la, Baix Camp, Catalunya",41.2112712,1.1439589
14/03/2023,20,Gironès,170792,Girona,0.0,0.02,0.0,0.02,"Girona, Gironès, Catalunya",41.9793006,2.8199439
14/03/2023,12,Baix Penedès,430379,Calafell,12.03,6.12,0.27,18.15,"Calafell, Baix Penedès, Catalunya",41.2014639,1.5665246
15/03/2023,10,Baix Empordà,170486,Castell-Platja d'Aro,0.0,0.0,0.0,0.0,"Castell-Platja d'Aro, Baix Empordà, Catalunya",41.8186608,3.044996
16/03/2023,20,Gironès,170792,Girona,0.48,0.0,0.0,0.48,"Girona, Gironès, Catalunya",41.9793006,2.8199439
16/03/2023,39,Aran,250637,Canejan,44.0,276.63,0.0,320.63,"Canejan, Aran, Catalunya",42.8382496,0.7399836
16/03/2023,30,Ribera d'Ebre,430192,Ascó,0.0,0.11,0.0,0.11,"Ascó, Ribera d'Ebre, Catalunya",41.1805311,0.5664914
18/03/2023,4,Alt Urgell,251850,Ribera d'Urgellet,0.01,0.01,0.02,0.02,"Ribera d'Urgellet, Alt Urgell, Catalunya",42.2861046,1.4187688
19/03/2023,3,Alt Penedès,82325,Sant Pere de Riudebitlles,0.0,0.15,0.0,0.15,"Sant Pere de Riudebitlles, Alt Penedès, Catalunya",41.4535893,1.7017388
20/03/2023,9,Baix Ebre,431021,Paüls,1.52,2.99,0.51,4.51,"Paüls, Baix Ebre, Catalunya",40.9221798,0.399879
22/03/2023,16,Conca de Barberà,431726,Vilaverd,0.04,1.31,0.34,1.35,"Vilaverd, Conca de Barberà, Catalunya",41.3346124,1.1759698
22/03/2023,40,Vallès Occidental,82798,Terrassa,0.0,0.07,0.0,0.07,"Terrassa, Vallès Occidental, Catalunya",41.5629623,2.0100492
22/03/2023,40,Vallès Occidental,82917,Vacarisses,0.0,0.01,0.0,0.01,"Vacarisses, Vallès Occidental, Catalunya",41.6063852,1.9194608
23/03/2023,27,Pla d'Urgell,252521,Vila-sana,0.15,0.0,0.0,0.15,"Vila-sana, Pla d'Urgell, Catalunya",41.6628331,0.9289367
25/03/2023,20,Gironès,170736,Fornells de la Selva,0.01,0.0,0.0,0.01,"Fornells de la Selva, Gironès, Catalunya",41.9319675,2.8090343
26/03/2023,6,Anoia,81614,Piera,0.0,0.0,0.0,0.0,"Piera, Anoia, Catalunya",41.5216923,1.7526335
26/03/2023,23,Noguera,250404,Balaguer,0.0,0.03,0.0,0.03,"Balaguer, Noguera, Catalunya",41.7897204,0.8054914
26/03/2023,1,Alt Camp,431606,Vallmoll,0.0,0.69,0.0,0.69,"Vallmoll, Alt Camp, Catalunya",41.2426301,1.2473878
26/03/2023,23,Noguera,250621,Camarasa,0.87,0.49,0.0,1.36,"Camarasa, Noguera, Catalunya",41.8756649,0.8778945
27/03/2023,16,Conca de Barberà,430862,Montblanc,0.0,0.4,0.0,0.4,"Montblanc, Conca de Barberà, Catalunya",41.3762309,1.1605628
28/03/2023,18,Garrigues,251180,Juncosa,0.0,0.03,0.0,0.03,"Juncosa, Garrigues, Catalunya",41.3715158,0.7753498
29/03/2023,23,Noguera,250220,Alòs de Balaguer,0.0,0.01,0.0,0.01,"Alòs de Balaguer, Noguera, Catalunya",41.9124041,0.9607021
29/03/2023,2,Alt Empordà,170059,"Far d'Empordà, el",0.0,0.02,0.0,0.02,"Far d'Empordà, el, Alt Empordà, Catalunya",42.2511773,2.9950531
30/03/2023,12,Baix Penedès,430901,"Montmell, el",0.33,0.0,0.0,0.33,"Montmell, el, Baix Penedès, Catalunya",41.3357772,1.4667169
31/03/2023,9,Baix Ebre,439060,"Ampolla, l'",0.0,0.23,0.0,0.23,"Ampolla, l', Baix Ebre, Catalunya",40.8003612,0.6714546
01/04/2023,20,Gironès,170890,Llagostera,0.0,0.0,0.0,0.0,"Llagostera, Gironès, Catalunya",41.8289064,2.8920386
01/04/2023,37,Terra Alta,430640,Gandesa,2.25,0.0,0.0,2.25,"Gandesa, Terra Alta, Catalunya",41.0520413,0.4373881
01/04/2023,8,Baix Camp,430075,"Aleixar, l'",1.12,0.0,0.0,1.12,"Aleixar, l', Baix Camp, Catalunya",41.2010494,1.0451659
02/04/2023,20,Gironès,170890,Llagostera,0.06,0.0,0.0,0.06,"Llagostera, Gironès, Catalunya",41.8289064,2.8920386
02/04/2023,33,Segrià,251207,Lleida,0.06,0.0,0.05,0.06,"Lleida, Segrià, Catalunya",41.6147605,0.6267842
02/04/2023,9,Baix Ebre,439018,Deltebre,0.0,0.09,0.0,0.09,"Deltebre, Baix Ebre, Catalunya",40.7203938,0.7243445
03/04/2023,19,Garrotxa,170216,Beuda,0.02,0.0,0.0,0.02,"Beuda, Garrotxa, Catalunya",42.2372601,2.7097379
03/04/2023,36,Tarragonès,431310,Roda de Berà,0.39,1.11,0.13,1.5,"Roda de Berà, Tarragonès, Catalunya",41.1857961,1.4554829
03/04/2023,11,Baix Llobregat,82956,Vallirana,0.0,0.09,0.0,0.09,"Vallirana, Baix Llobregat, Catalunya",41.3877623,1.9320806
04/04/2023,7,Bages,80121,Avinyó,0.01,0.0,0.0,0.01,"Avinyó, Bages, Catalunya",41.8630096,1.9707409
04/04/2023,21,Maresme,80305,Cabrils,0.02,0.0,0.0,0.02,"Cabrils, Maresme, Catalunya",41.5262354,2.3676258
05/04/2023,11,Baix Llobregat,81234,Molins de Rei,0.0,0.0,0.0,0.0,"Molins de Rei, Baix Llobregat, Catalunya",41.4138087,2.0159626
05/04/2023,8,Baix Camp,431299,Riudoms,0.0,2.66,0.18,2.66,"Riudoms, Baix Camp, Catalunya",41.1390915,1.0519702
05/04/2023,40,Vallès Occidental,81878,Sabadell,0.0,0.01,0.0,0.01,"Sabadell, Vallès Occidental, Catalunya",41.5421013,2.1138977
05/04/2023,2,Alt Empordà,171387,Portbou,0.0,3.44,0.0,3.44,"Portbou, Alt Empordà, Catalunya",42.4274333,3.1588785
05/04/2023,12,Baix Penedès,430901,"Montmell, el",0.11,0.0,0.0,0.11,"Montmell, el, Baix Penedès, Catalunya",41.3357772,1.4667169
